SAMPLING_REQUIREMENT,SPECIES_CODE,LENGTH_WEIGHT_A_MALE,LENGTH_WEIGHT_B_MALE,LENGTH_WEIGHT_A_FEMALE,LENGTH_WEIGHT_B_FEMALE,LENGTH_WEIGHT_A_UNSPECIFIED,LENGTH_WEIGHT_B_UNSPECIFIED,MAXIMUM_LENGTH,MATURE_LENGTH,LENGTH_TYPE,LENGTH_UNITS,WEIGHT_TYPE,WEIGHT_UNITS
Comparative,94,,,,,,,,,Fork Length,Centimeters,Total Weight,Grams
Comparative,113,,,,,,,,,Fork Length,Centimeters,Total Weight,Grams
Comparative,115,,,,,,,,,Fork Length,Centimeters,Total Weight,Grams
Comparative,147,0.00917,2.67,0.00917,2.67,0.00917,2.67,,,Fork Length,Centimeters,Total Weight,Grams
Comparative,149,0.0088,2.91,0.0088,2.91,0.0088,2.91,,,Fork Length,Centimeters,Total Weight,Grams
Comparative,155,0.0897,2.03,0.0897,2.03,0.0897,2.03,,,Fork Length,Centimeters,Total Weight,Grams
Comparative,158,,,,,,,,,Fork Length,Centimeters,Total Weight,Grams
Comparative,163,,,,,,,,,Fork Length,Centimeters,Total Weight,Grams
Comparative,169,,,,,,,,,Fork Length,Centimeters,Total Weight,Grams
Comparative,176,,,,,,,,,Fork Length,Centimeters,Total Weight,Grams
Comparative,182,,,,,,,,,Fork Length,Centimeters,Total Weight,Grams
Comparative,207,0.00944,2.84,0.00944,2.84,0.00944,2.84,,,Total Length,Centimeters,Total Weight,Grams
Comparative,211,,,,,,,,,Total Length,Centimeters,Total Weight,Grams
Comparative,240,0.0215,2.31,0.0215,2.31,0.0215,2.31,,,Fork Length,Centimeters,Total Weight,Grams
Comparative,286,,,,,,,,,Fork Length,Centimeters,Total Weight,Grams
Comparative,307,0.0111,3.21,0.0111,3.21,0.0111,3.21,,,Fork Length,Centimeters,Total Weight,Grams
Comparative,308,,,,,,,,,Fork Length,Centimeters,Total Weight,Grams
Comparative,314,0.00468,3.31,0.00468,3.31,0.00468,3.31,,,Fork Length,Centimeters,Total Weight,Grams
Comparative,331,,,,,,,,,Fork Length,Centimeters,Total Weight,Grams
Comparative,341,,,,,,,,,Fork Length,Centimeters,Total Weight,Grams
Comparative,351,,,,,,,,,Fork Length,Centimeters,Total Weight,Grams
Comparative,500,,,,,,,,,Fork Length,Centimeters,Total Weight,Grams
Comparative,504,,,,,,,,,Fork Length,Centimeters,Total Weight,Grams
Comparative,505,,,,,,,,,Fork Length,Centimeters,Total Weight,Grams
Comparative,511,,,,,,,,,Fork Length,Centimeters,Total Weight,Grams
Comparative,512,0.00648,3.28,0.00648,3.28,0.00648,3.28,,,Fork Length,Centimeters,Total Weight,Grams
Comparative,593,,,,,,,,,Fork Length,Centimeters,Total Weight,Grams
Comparative,601,0.00092,3.16,0.00092,3.16,0.00092,3.16,,,Fork Length,Centimeters,Total Weight,Grams
Comparative,603,,,,,,,,,Fork Length,Centimeters,Total Weight,Grams
Comparative,616,,,,,,,,,Fork Length,Centimeters,Total Weight,Grams
Comparative,617,,,,,,,,,Fork Length,Centimeters,Total Weight,Grams
Comparative,621,,,,,,,,,Fork Length,Centimeters,Total Weight,Grams
Comparative,626,,,,,,,,,Fork Length,Centimeters,Total Weight,Grams
Comparative,637,,,,,,,,,Fork Length,Centimeters,Total Weight,Grams
Comparative,642,,,,,,,69,,Fork Length,Centimeters,Total Weight,Grams
Comparative,646,,,,,,,,,Fork Length,Centimeters,Total Weight,Grams
Comparative,656,,,,,,,,,Fork Length,Centimeters,Total Weight,Grams
Comparative,689,,,,,,,,,Fork Length,Centimeters,Total Weight,Grams
Comparative,700,,,,,,,,,Fork Length,Centimeters,Total Weight,Grams
Comparative,709,,,,,,,,,Fork Length,Centimeters,Total Weight,Grams
Comparative,711,,,,,,,,,Fork Length,Centimeters,Total Weight,Grams
Comparative,714,,,,,,,,,Fork Length,Centimeters,Total Weight,Grams
Comparative,720,,,,,,,,,Fork Length,Centimeters,Total Weight,Grams
Comparative,740,,,,,,,,,Fork Length,Centimeters,Total Weight,Grams
Comparative,741,,,,,,,,,Fork Length,Centimeters,Total Weight,Grams
Comparative,742,,,,,,,,,Fork Length,Centimeters,Total Weight,Grams
Comparative,744,,,,,,,,,Fork Length,Centimeters,Total Weight,Grams
Comparative,771,,,,,,,,,Fork Length,Centimeters,Total Weight,Grams
Comparative,805,,,,,,,,,Fork Length,Centimeters,Total Weight,Grams
Comparative,816,,,,,,,,,Fork Length,Centimeters,Total Weight,Grams
Comparative,844,,,,,,,,,Fork Length,Centimeters,Total Weight,Grams
Comparative,845,,,,,,,,,Fork Length,Centimeters,Total Weight,Grams
Comparative,4514,,,,,,,,,Mantle Length,Centimeters,Total Weight,Grams
